model,displ,cyl,trans,drive,fuel,stnd,underhood_id,veh_class,air_pollution_score,fe_calc_appr,city_mpg,hwy_mpg,cmb_mpg,unadj_cmb_mpg,greenhouse_gas_score,smartway
BMW 335xi,3.0,6,Auto-S6,4WD,Gasoline,L2,8BMXV03.0N54,small car,6.0,Drv,19.0,27.0,22.0,25.5449,5,no
BMW 528i,3.0,6,Auto-S6,2WD,Gasoline,U2,8BMXB03.0N52,midsize car,7.0,Drv,20.0,30.0,24.0,27.6154,5,yes
BMW 528i,3.0,6,Man-6,2WD,Gasoline,U2,8BMXB03.0N52,midsize car,7.0,Drv,20.0,30.0,24.0,27.7684,6,yes
BMW 528i,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXB03.0N52,midsize car,6.0,Drv,20.0,30.0,24.0,27.6154,6,yes
BMW 528i,3.0,6,Man-6,2WD,Gasoline,B5,8BMXB03.0N52,midsize car,6.0,Drv,20.0,30.0,24.0,27.7684,6,yes
BMW 528xi,3.0,6,Man-6,4WD,Gasoline,U2,8BMXB03.0N52,midsize car,7.0,Drv,19.0,28.0,22.0,25.5598,6,yes
BMW 528xi,3.0,6,Auto-S6,4WD,Gasoline,U2,8BMXB03.0N52,midsize car,7.0,Drv,20.0,27.0,23.0,26.2843,6,yes
BMW 528xi,3.0,6,Man-6,4WD,Gasoline,B5,8BMXB03.0N52,midsize car,6.0,Drv,19.0,28.0,22.0,25.5598,6,no
BMW 528xi,3.0,6,Auto-S6,4WD,Gasoline,B5,8BMXB03.0N52,midsize car,6.0,Drv,20.0,27.0,23.0,26.2843,6,yes
BMW 535i,3.0,6,Man-6,2WD,Gasoline,B5,8BMXV03.0N54,midsize car,6.0,Drv,19.0,28.0,22.0,25.8212,6,no
BMW 535i,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXV03.0N54,midsize car,6.0,Drv,20.0,28.0,23.0,26.527,5,yes
BMW 535i,3.0,6,Man-6,2WD,Gasoline,L2,8BMXV03.0N54,midsize car,6.0,Drv,19.0,28.0,22.0,25.8212,5,no
BMW 535i,3.0,6,Auto-S6,2WD,Gasoline,L2,8BMXV03.0N54,midsize car,6.0,Drv,20.0,28.0,23.0,26.527,5,yes
BMW 535xi,3.0,6,Man-6,4WD,Gasoline,B5,8BMXV03.0N54,midsize car,6.0,Drv,18.0,27.0,21.0,25.0543,5,no
BMW 535xi,3.0,6,Auto-S6,4WD,Gasoline,B5,8BMXV03.0N54,midsize car,6.0,Drv,19.0,27.0,22.0,25.5449,5,no
BMW 535xi,3.0,6,Man-6,4WD,Gasoline,L2,8BMXV03.0N54,midsize car,6.0,Drv,18.0,27.0,21.0,25.0543,5,no
BMW 535xi,3.0,6,Auto-S6,4WD,Gasoline,L2,8BMXV03.0N54,midsize car,6.0,Drv,19.0,27.0,22.0,25.5449,5,no
BMW 535xi Sport Wagon,3.0,6,Man-6,4WD,Gasoline,B5,8BMXV03.0N54,station wagon,6.0,Drv,17.0,25.0,20.0,23.5495,5,no
BMW 535xi Sport Wagon,3.0,6,Auto-S6,4WD,Gasoline,B5,8BMXV03.0N54,station wagon,6.0,Drv,18.0,26.0,21.0,24.7021,5,no
BMW 535xi Sport Wagon,3.0,6,Man-6,4WD,Gasoline,L2,8BMXV03.0N54,station wagon,6.0,Drv,17.0,25.0,20.0,23.5495,5,no
BMW 535xi Sport Wagon,3.0,6,Auto-S6,4WD,Gasoline,L2,8BMXV03.0N54,station wagon,6.0,Drv,18.0,26.0,21.0,24.7021,6,no
BMW 550i,4.8,8,Man-6,2WD,Gasoline,U2,8BMXV04.8UL2,midsize car,7.0,Drv,17.0,24.0,19.0,22.7014,6,no
BMW 550i,4.8,8,Auto-S6,2WD,Gasoline,U2,8BMXV04.8UL2,midsize car,7.0,Drv,17.0,25.0,20.0,23.18,5,yes
BMW 550i,4.8,8,Man-6,2WD,Gasoline,B5,8BMXV04.8UL2,midsize car,6.0,Drv,17.0,24.0,19.0,22.7014,5,no
BMW 550i,4.8,8,Auto-S6,2WD,Gasoline,B5,8BMXV04.8UL2,midsize car,6.0,Drv,17.0,25.0,20.0,23.18,5,no
BMW 650ci,4.8,8,Man-6,2WD,Gasoline,U2,8BMXV04.8UL2,small car,7.0,Drv,17.0,24.0,19.0,22.7014,5,no
BMW 650ci,4.8,8,Auto-S6,2WD,Gasoline,U2,8BMXV04.8UL2,small car,7.0,Drv,17.0,25.0,20.0,23.18,6,yes
BMW 650ci,4.8,8,Man-6,2WD,Gasoline,B5,8BMXV04.8UL2,small car,6.0,Drv,17.0,24.0,19.0,22.7014,6,no
BMW 650ci,4.8,8,Auto-S6,2WD,Gasoline,B5,8BMXV04.8UL2,small car,6.0,Drv,17.0,25.0,20.0,23.18,6,no
BMW 650ci Convertible,4.8,8,Man-6,2WD,Gasoline,U2,8BMXV04.8UL2,small car,7.0,Drv,16.0,22.0,18.0,21.1711,6,no
BMW 650ci Convertible,4.8,8,Auto-S6,2WD,Gasoline,U2,8BMXV04.8UL2,small car,7.0,Drv,17.0,25.0,20.0,23.1443,6,yes
BMW 650ci Convertible,4.8,8,Man-6,2WD,Gasoline,B5,8BMXV04.8UL2,small car,6.0,Drv,16.0,22.0,18.0,21.1711,6,no
BMW 650ci Convertible,4.8,8,Auto-S6,2WD,Gasoline,B5,8BMXV04.8UL2,small car,6.0,Drv,17.0,25.0,20.0,23.1443,6,no
BMW 750i,4.8,8,Auto-S6,2WD,Gasoline,U2,8BMXV04.8UL2,large car,7.0,Drv,17.0,25.0,20.0,23.1443,6,yes
BMW 750i,4.8,8,Auto-S6,2WD,Gasoline,B5,8BMXV04.8UL2,large car,6.0,Drv,17.0,25.0,20.0,23.1443,5,no
BMW 750li,4.8,8,Auto-S6,2WD,Gasoline,U2,8BMXV04.8UL2,large car,7.0,Drv,17.0,25.0,20.0,23.1443,5,yes
BMW 750li,4.8,8,Auto-S6,2WD,Gasoline,B5,8BMXV04.8UL2,large car,6.0,Drv,17.0,25.0,20.0,23.1443,5,no
BMW 760li,6.0,12,Auto-S6,2WD,Gasoline,B5,8BMXV06.0LE2,large car,6.0,Drv,14.0,22.0,17.0,19.7068,5,no
BMW 760li,6.0,12,Auto-S6,2WD,Gasoline,L2,8BMXV06.0LE2,large car,6.0,Drv,14.0,22.0,17.0,19.7068,5,no
BMW Alpina B7,4.4,8,Auto-S6,2WD,Gasoline,B5,8ABBV04.4H10,large car,6.0,Drv,15.0,23.0,18.0,20.8408,5,no
BMW Alpina B7,4.4,8,Auto-S6,2WD,Gasoline,L2,8ABBV04.4H10,large car,6.0,Drv,15.0,23.0,18.0,20.8408,5,no
BMW M5,5.0,10,Man-6,2WD,Gasoline,B5,8BMXV05.0S85,midsize car,6.0,Drv,12.0,18.0,14.0,16.3311,5,no
BMW M5,5.0,10,Auto-S7,2WD,Gasoline,B5,8BMXV05.0S85,midsize car,6.0,Drv,12.0,18.0,14.0,16.3813,5,no
BMW M5,5.0,10,Man-6,2WD,Gasoline,L2,8BMXV05.0S85,midsize car,6.0,Drv,12.0,18.0,14.0,16.3311,5,no
BMW M5,5.0,10,Auto-S7,2WD,Gasoline,L2,8BMXV05.0S85,midsize car,6.0,Drv,12.0,18.0,14.0,16.3813,5,no
BMW M6,5.0,10,Man-6,2WD,Gasoline,B5,8BMXV05.0S85,small car,6.0,Drv,12.0,18.0,14.0,16.3311,5,no
BMW M6,5.0,10,Auto-S7,2WD,Gasoline,B5,8BMXV05.0S85,small car,6.0,Drv,12.0,18.0,14.0,16.3813,5,no
BMW M6,5.0,10,Man-6,2WD,Gasoline,L2,8BMXV05.0S85,small car,6.0,Drv,12.0,18.0,14.0,16.3311,5,no
BMW M6,5.0,10,Auto-S7,2WD,Gasoline,L2,8BMXV05.0S85,small car,6.0,Drv,12.0,18.0,14.0,16.3813,5,no
BMW M6 Convertible,5.0,10,Man-6,2WD,Gasoline,B5,8BMXV05.0S85,small car,6.0,Drv,12.0,18.0,14.0,16.2277,5,no
BMW M6 Convertible,5.0,10,Auto-S7,2WD,Gasoline,B5,8BMXV05.0S85,small car,6.0,Drv,12.0,19.0,14.0,16.3451,10,no
BMW M6 Convertible,5.0,10,Man-6,2WD,Gasoline,L2,8BMXV05.0S85,small car,6.0,Drv,12.0,18.0,14.0,16.2277,10,no
BMW M6 Convertible,5.0,10,Auto-S7,2WD,Gasoline,L2,8BMXV05.0S85,small car,6.0,Drv,12.0,19.0,14.0,16.3451,10,no
BMW X3,3.0,6,Man-6,4WD,Gasoline,U2,8BMXB03.0N52,SUV,7.0,Drv,18.0,26.0,21.0,24.3048,10,yes
BMW X3,3.0,6,Auto-S6,4WD,Gasoline,U2,8BMXB03.0N52,SUV,7.0,Drv,19.0,26.0,22.0,25.5868,6,yes
BMW X3,3.0,6,Man-6,4WD,Gasoline,B5,8BMXB03.0N52,SUV,6.0,Drv,18.0,26.0,21.0,24.3048,6,no
BMW X3,3.0,6,Auto-S6,4WD,Gasoline,B5,8BMXB03.0N52,SUV,6.0,Drv,19.0,26.0,22.0,25.5868,6,no
BMW X5,3.0,6,Auto-S6,4WD,Gasoline,U2,8BMXT03.0E70,SUV,7.0,Drv,17.0,23.0,19.0,22.8058,6,no
BMW X5,4.8,8,Auto-S6,4WD,Gasoline,U2,8BMXT04.8E70,SUV,7.0,Drv,15.0,21.0,17.0,20.105,5,no
BMW X5,3.0,6,Auto-S6,4WD,Gasoline,B5,8BMXT03.0E70,SUV,6.0,Drv,17.0,23.0,19.0,22.8058,5,no
BMW X5,4.8,8,Auto-S6,4WD,Gasoline,B8,8BMXT04.8E70,SUV,3.0,Drv,15.0,21.0,17.0,20.105,5,no
BMW Z4,3.0,6,Man-6,2WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,20.0,30.0,24.0,27.7684,5,yes
BMW Z4,3.0,6,Auto-S6,2WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,23.0,31.0,25.0,28.6009,5,yes
BMW Z4,3.0,6,Man-6,2WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,20.0,30.0,24.0,27.7684,5,yes
BMW Z4,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,23.0,31.0,25.0,28.6009,5,yes
BMW Z4 Coupe,3.0,6,Man-6,2WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,20.0,30.0,24.0,27.7684,5,yes
BMW Z4 Coupe,3.0,6,Auto-S6,2WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,23.0,31.0,25.0,28.6009,4,yes
BMW Z4 Coupe,3.0,6,Man-6,2WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,20.0,30.0,24.0,27.7684,4,yes
BMW Z4 Coupe,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,23.0,31.0,25.0,28.6009,5,yes
BUGATTI Veyron,8.0,16,Auto-S6,4WD,Gasoline,B5,8BGTV08.0V16,small car,6.0,5cy,8.0,14.0,10.0,10.0184,5,no
BUGATTI Veyron,8.0,16,Auto-S6,4WD,Gasoline,L2,8BGTV08.0V16,small car,6.0,5cy,8.0,14.0,10.0,10.0184,4,no
BUICK Allure,3.8,6,Auto-L4,2WD,Gasoline,SLEV,8GMXV03.8044,midsize car,9.0,Drv,17.0,28.0,21.0,20.8709,4,yes
BUICK Allure,3.6,6,Auto-L4,2WD,Gasoline,B5,8GMXV03.6041,midsize car,6.0,Drv,17.0,25.0,20.0,19.8995,5,no
BUICK Allure,3.6,6,Auto-L4,2WD,Gasoline,L2,8GMXV03.6041,midsize car,6.0,Drv,17.0,25.0,20.0,19.8995,5,no
BUICK Allure,3.8,6,Auto-L4,2WD,Gasoline,B5,8GMXB03.8146,midsize car,6.0,Drv,17.0,28.0,21.0,20.8709,4,no
BUICK Allure,5.3,8,Auto-L4,2WD,Gasoline,B5,8GMXV05.3084,midsize car,6.0,Drv,16.0,25.0,19.0,19.1139,4,no
BUICK Allure,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXV05.3084,midsize car,6.0,Drv,16.0,25.0,19.0,19.1139,3,no
BUICK Enclave,3.6,6,Auto-L6,2WD,Gasoline,B5,8GMXT03.6151,SUV,6.0,Drv,16.0,24.0,19.0,18.9273,3,no
BUICK Enclave,3.6,6,Auto-L6,4WD,Gasoline,B5,8GMXT03.6151,SUV,6.0,Drv,16.0,22.0,18.0,17.9652,4,no
BUICK Enclave,3.6,6,Auto-L6,2WD,Gasoline,L2,8GMXT03.6151,SUV,6.0,Drv,16.0,24.0,19.0,18.9273,4,no
BUICK Enclave,3.6,6,Auto-L6,4WD,Gasoline,L2,8GMXT03.6151,SUV,6.0,Drv,16.0,22.0,18.0,17.9652,3,no
BUICK LaCrosse,3.8,6,Auto-L4,2WD,Gasoline,SLEV,8GMXV03.8044,midsize car,9.0,Drv,17.0,28.0,21.0,20.8709,3,yes
BUICK LaCrosse,3.6,6,Auto-L4,2WD,Gasoline,B5,8GMXV03.6041,midsize car,6.0,Drv,17.0,25.0,20.0,19.8995,9,no
BUICK LaCrosse,3.6,6,Auto-L4,2WD,Gasoline,L2,8GMXV03.6041,midsize car,6.0,Drv,17.0,25.0,20.0,19.8995,9,no
BUICK LaCrosse,3.8,6,Auto-L4,2WD,Gasoline,B5,8GMXB03.8146,midsize car,6.0,Drv,17.0,28.0,21.0,20.8709,5,no
BUICK LaCrosse,5.3,8,Auto-L4,2WD,Gasoline,B5,8GMXV05.3084,midsize car,6.0,Drv,16.0,25.0,19.0,19.1139,5,no
BUICK LaCrosse,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXV05.3084,midsize car,6.0,Drv,16.0,25.0,19.0,19.1139,5,no
BUICK Lucerne,3.8,6,Auto-L4,2WD,Gasoline,SLEV,8GMXV03.8044,large car,9.0,Drv,16.0,25.0,19.0,20.8709,5,no
BUICK Lucerne,4.6,8,Auto-L4,2WD,Gasoline,B4,8GMXV04.6066,large car,7.0,Drv,15.0,22.0,18.0,17.9534,4,no
BUICK Lucerne,4.6,8,Auto-L4,2WD,Gasoline,B4,8GMXV04.6066,large car,7.0,Drv,15.0,23.0,18.0,17.9534,4,no
BUICK Lucerne,3.8,6,Auto-L4,2WD,Gasoline,B5,8GMXB03.8146,large car,6.0,Drv,16.0,25.0,19.0,20.8709,3,no
BUICK Lucerne,4.6,8,Auto-L4,2WD,Gasoline,B5,8GMXV04.6065,large car,6.0,Drv,15.0,22.0,18.0,17.9534,3,no
BUICK Lucerne,4.6,8,Auto-L4,2WD,Gasoline,B5,8GMXV04.6065,large car,6.0,Drv,15.0,23.0,18.0,17.9534,3,no
BUICK Terraza,3.9,6,Auto-L4,2WD,Gasoline,B5,8GMXB03.9142,minivan,6.0,Drv,16.0,23.0,19.0,18.6547,3,no
BUICK Terraza,3.9,6,Auto-L4,2WD,Gasoline,L2,8GMXB03.9142,minivan,6.0,Drv,16.0,23.0,19.0,18.6547,3,no
CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,B5,8GMXV03.6053,midsize car,6.0,Drv,16.0,25.0,19.0,24.8051,3,no
CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,B5,8GMXB03.6148,midsize car,6.0,Drv,16.0,25.0,19.0,25.0538,4,no
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,B5,8GMXB03.6148,midsize car,6.0,Drv,17.0,25.0,20.0,25.7238,4,no
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,B5,8GMXV03.6053,midsize car,6.0,Drv,17.0,26.0,20.0,25.9219,4,no
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,B5,8GMXV03.6053,midsize car,6.0,Drv,17.0,26.0,20.0,26.4006,4,no
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,B5,8GMXB03.6148,midsize car,6.0,Drv,18.0,26.0,21.0,27.0005,4,no
CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,L2,8GMXV03.6053,midsize car,6.0,Drv,16.0,25.0,19.0,24.8051,4,no
CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,L2,8GMXB03.6148,midsize car,6.0,Drv,16.0,25.0,19.0,25.0538,5,no
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,L2,8GMXB03.6148,midsize car,6.0,Drv,17.0,25.0,20.0,25.7238,5,no
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,L2,8GMXV03.6053,midsize car,6.0,Drv,17.0,26.0,20.0,25.9219,5,no
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,L2,8GMXV03.6053,midsize car,6.0,Drv,17.0,26.0,20.0,26.4006,5,no
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,L2,8GMXB03.6148,midsize car,6.0,Drv,18.0,26.0,21.0,27.0005,4,no
CADILLAC DTS,4.6,8,Auto-L4,2WD,Gasoline,B4,8GMXV04.6066,large car,7.0,Drv,15.0,22.0,18.0,17.9534,4,no
CADILLAC DTS,4.6,8,Auto-L4,2WD,Gasoline,B4,8GMXV04.6066,large car,7.0,Drv,15.0,23.0,18.0,17.9534,5,no
CADILLAC DTS,4.6,8,Auto-L4,2WD,Gasoline,B5,8GMXV04.6065,large car,6.0,Drv,15.0,22.0,18.0,17.9534,5,no
CADILLAC DTS,4.6,8,Auto-L4,2WD,Gasoline,B5,8GMXV04.6065,large car,6.0,Drv,15.0,23.0,18.0,17.9534,5,no
CADILLAC Escalade,6.2,8,Auto-L6,2WD,Gasoline,B5,8GMXT06.2382,SUV,6.0,Drv,12.0,19.0,14.0,18.4658,5,no
CADILLAC Escalade,6.2,8,Auto-L6,4WD,Gasoline,B5,8GMXT06.2382,SUV,6.0,Drv,12.0,18.0,14.0,14.3143,4,no
CADILLAC Escalade,6.2,8,Auto-L6,2WD,Gasoline,L2,8GMXT06.2382,SUV,6.0,Drv,12.0,19.0,14.0,18.4658,4,no
CADILLAC Escalade,6.2,8,Auto-L6,4WD,Gasoline,L2,8GMXT06.2382,SUV,6.0,Drv,12.0,18.0,14.0,14.3143,4,no
CADILLAC Limousine,4.6,8,Auto-L4,2WD,Gasoline,B4,8GMXV04.6066,large car,7.0,Drv,13.0,18.0,15.0,14.7256,4,no
CADILLAC Limousine,4.6,8,Auto-L4,2WD,Gasoline,B5,8GMXV04.6065,large car,6.0,Drv,13.0,18.0,15.0,14.7256,3,no
CADILLAC SRX,3.6,6,Auto-S5,2WD,Gasoline,B5,8GMXB03.6148,SUV,6.0,Drv,15.0,22.0,17.0,17.4099,3,no
CADILLAC SRX,3.6,6,Auto-S5,4WD,Gasoline,B5,8GMXB03.6148,SUV,6.0,Drv,14.0,22.0,17.0,16.8064,3,no
CADILLAC SRX,3.6,6,Auto-S5,2WD,Gasoline,L2,8GMXB03.6148,SUV,6.0,Drv,15.0,22.0,17.0,17.4099,3,no
CADILLAC SRX,3.6,6,Auto-S5,4WD,Gasoline,L2,8GMXB03.6148,SUV,6.0,Drv,14.0,22.0,17.0,16.8064,4,no
CADILLAC SRX,4.6,8,Auto-S6,2WD,Gasoline,B5,8GMXB04.6167,SUV,6.0,Drv,13.0,20.0,16.0,15.8293,4,no
CADILLAC SRX,4.6,8,Auto-S6,4WD,Gasoline,B5,8GMXB04.6167,SUV,6.0,Drv,13.0,20.0,15.0,15.2804,4,no
CADILLAC SRX,4.6,8,Auto-S6,2WD,Gasoline,L2,8GMXB04.6167,SUV,6.0,Drv,13.0,20.0,16.0,15.8293,4,no
CADILLAC SRX,4.6,8,Auto-S6,4WD,Gasoline,L2,8GMXB04.6167,SUV,6.0,Drv,13.0,20.0,15.0,15.2804,4,no
CADILLAC STS,3.6,6,Auto-S6,4WD,Gasoline,B5,8GMXV03.6053,midsize car,6.0,Drv,17.0,26.0,20.0,25.9219,4,no
CADILLAC STS,3.6,6,Auto-S6,2WD,Gasoline,B5,8GMXV03.6053,midsize car,6.0,Drv,17.0,26.0,20.0,26.4006,4,no
CADILLAC STS,3.6,6,Auto-S6,4WD,Gasoline,L2,8GMXV03.6053,midsize car,6.0,Drv,17.0,26.0,20.0,25.9219,4,no
CADILLAC STS,3.6,6,Auto-S6,2WD,Gasoline,L2,8GMXV03.6053,midsize car,6.0,Drv,17.0,26.0,20.0,26.4006,3,no
CADILLAC STS,4.4,8,Auto-S6,2WD,Gasoline,B5,8GMXB04.6167,midsize car,6.0,Drv,13.0,19.0,15.0,15.2037,3,no
CADILLAC STS,4.4,8,Auto-S6,2WD,Gasoline,L2,8GMXB04.6167,midsize car,6.0,Drv,13.0,19.0,15.0,15.2037,3,no
CADILLAC STS,4.6,8,Auto-S6,4WD,Gasoline,B5,8GMXB04.6167,midsize car,6.0,Drv,14.0,21.0,16.0,16.373,3,no
CADILLAC STS,4.6,8,Auto-S6,2WD,Gasoline,B5,8GMXB04.6167,midsize car,6.0,Drv,15.0,24.0,18.0,18.0733,2,no
CADILLAC STS,4.6,8,Auto-S6,4WD,Gasoline,L2,8GMXB04.6167,midsize car,6.0,Drv,14.0,21.0,16.0,16.373,2,no
CADILLAC STS,4.6,8,Auto-S6,2WD,Gasoline,L2,8GMXB04.6167,midsize car,6.0,Drv,15.0,24.0,18.0,18.0733,3,no
CADILLAC XLR,4.4,8,Auto-S6,2WD,Gasoline,B5,8GMXB04.6167,small car,6.0,Drv,14.0,21.0,16.0,16.055,3,no
CADILLAC XLR,4.4,8,Auto-S6,2WD,Gasoline,L2,8GMXB04.6167,small car,6.0,Drv,14.0,21.0,16.0,16.055,2,no
CADILLAC XLR,4.6,8,Auto-S6,2WD,Gasoline,B5,8GMXB04.6167,small car,6.0,Drv,15.0,24.0,18.0,18.0733,2,no
CADILLAC XLR,4.6,8,Auto-S6,2WD,Gasoline,L2,8GMXB04.6167,small car,6.0,Drv,15.0,24.0,18.0,18.0733,3,no
CHEVROLET Avalanche 1500,5.3,8,Auto-L4,2WD,ethanol/gas,B4,8GMXT05.3381,SUV,7.0,Drv,11.0,15.0,12.0,12.2796,3,no
CHEVROLET Avalanche 1500,5.3,8,Auto-L4,4WD,ethanol/gas,B4,8GMXT05.3381,SUV,7.0,Drv,11.0,14.0,12.0,12.0394,2,no
CHEVROLET Avalanche 1500,5.3,8,Auto-L4,2WD,Gasoline,B4,8GMXT05.3380,SUV,7.0,Drv,14.0,20.0,16.0,16.4338,2,no
CHEVROLET Avalanche 1500,6.0,8,Auto-L4,2WD,Gasoline,B4,8GMXT06.0383,SUV,7.0,Drv,12.0,17.0,14.0,14.3035,5,no
CHEVROLET Avalanche 1500,6.0,8,Auto-L4,4WD,Gasoline,B4,8GMXT06.0383,SUV,7.0,Drv,12.0,17.0,14.0,14.024,5,no
CHEVROLET Avalanche 1500,5.3,8,Auto-L4,2WD,ethanol/gas,B5,8GMXT05.3373,SUV,6.0,Drv,11.0,15.0,12.0,12.2796,5,no
CHEVROLET Avalanche 1500,5.3,8,Auto-L4,4WD,ethanol/gas,B5,8GMXT05.3373,SUV,6.0,Drv,11.0,14.0,12.0,12.0394,5,no
CHEVROLET Avalanche 1500,6.0,8,Auto-L4,2WD,Gasoline,B5,8GMXT06.2382,SUV,6.0,Drv,12.0,17.0,14.0,14.3035,5,no
CHEVROLET Avalanche 1500,6.0,8,Auto-L4,4WD,Gasoline,B5,8GMXT06.2382,SUV,6.0,Drv,12.0,17.0,14.0,14.024,5,no
CHEVROLET Avalanche 1500,5.3,8,Auto-L4,2WD,Gasoline,B8,8GMXT05.3379,SUV,3.0,Drv,14.0,20.0,16.0,16.4338,5,no
CHEVROLET Aveo,1.6,4,Auto-4,2WD,Gasoline,U2,8GDXV01.6D04,small car,7.0,Drv,23.0,32.0,26.0,25.9759,5,yes
CHEVROLET Aveo,1.6,4,Man-5,2WD,Gasoline,U2,8GDXV01.6D04,small car,7.0,Drv,24.0,34.0,27.0,27.3276,5,yes
CHEVROLET Aveo,1.6,4,Auto-4,2WD,Gasoline,B5,8GDXV01.6D04,small car,6.0,Drv,23.0,32.0,26.0,25.9759,5,yes
CHEVROLET Aveo,1.6,4,Man-5,2WD,Gasoline,B5,8GDXV01.6D04,small car,6.0,Drv,24.0,34.0,27.0,27.3276,5,yes
CHEVROLET Aveo 5,1.6,4,Auto-4,2WD,Gasoline,U2,8GDXV01.6D04,small car,7.0,Drv,23.0,32.0,26.0,25.9759,5,yes
CHEVROLET Aveo 5,1.6,4,Man-5,2WD,Gasoline,U2,8GDXV01.6D04,small car,7.0,Drv,24.0,34.0,27.0,27.3276,4,yes
CHEVROLET Aveo 5,1.6,4,Auto-4,2WD,Gasoline,B5,8GDXV01.6D04,small car,6.0,Drv,23.0,32.0,26.0,25.9759,4,yes
CHEVROLET Aveo 5,1.6,4,Man-5,2WD,Gasoline,B5,8GDXV01.6D04,small car,6.0,Drv,24.0,34.0,27.0,27.3276,5,yes
CHEVROLET Classic,3.5,6,Auto-L4,2WD,Gasoline,U2,8GMXV03.5043,midsize car,7.0,Drv,18.0,28.0,22.0,28.1948,5,yes
CHEVROLET Classic,2.2,4,Auto-L4,2WD,Gasoline,B5,8GMXV02.2028,midsize car,6.0,Drv,21.0,31.0,25.0,24.8333,2,yes
CHEVROLET Classic,2.2,4,Auto-L4,2WD,Gasoline,L2,8GMXV02.2028,midsize car,6.0,Drv,21.0,31.0,25.0,24.8333,2,yes
CHEVROLET Classic,3.5,6,Auto-L4,2WD,Gasoline,B5,8GMXB03.9142,midsize car,6.0,Drv,18.0,28.0,22.0,28.1948,4,no
CHEVROLET Classic,3.5,6,Auto-L4,2WD,Gasoline,B5,8GMXV03.5043,midsize car,6.0,Drv,18.0,28.0,22.0,28.1948,4,no
CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,SLEV,8GMXV02.2030,small car,9.0,Drv,22.0,31.0,26.0,33.7076,4,yes
CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,SLEV,8GMXV02.2030,small car,9.0,Drv,24.0,33.0,27.0,35.9566,4,yes
CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,B5,8GMXV02.4025,small car,6.0,Drv,22.0,31.0,26.0,33.7076,4,yes
CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,B5,8GMXV02.4025,small car,6.0,Drv,24.0,33.0,27.0,35.9566,4,yes
CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,L2,8GMXV02.4025,small car,6.0,Drv,22.0,31.0,26.0,33.7076,8,yes
CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,L2,8GMXV02.4025,small car,6.0,Drv,24.0,33.0,27.0,35.9566,8,yes
CHEVROLET Cobalt,2.4,4,Auto-L4,2WD,Gasoline,B5,8GMXV02.4025,small car,6.0,Drv,22.0,31.0,25.0,33.163000000000004,3,yes
CHEVROLET Cobalt,2.4,4,Man-5,2WD,Gasoline,B5,8GMXV02.4025,small car,6.0,Drv,22.0,32.0,26.0,33.843,3,yes
CHEVROLET Cobalt,2.4,4,Auto-L4,2WD,Gasoline,L2,8GMXV02.4025,small car,6.0,Drv,22.0,31.0,25.0,33.163000000000004,2,yes
CHEVROLET Cobalt,2.4,4,Man-5,2WD,Gasoline,L2,8GMXV02.4025,small car,6.0,Drv,22.0,32.0,26.0,33.843,2,yes
CHEVROLET Colorado,2.9,4,Man-5,2WD,Gasoline,B4,8GMXT02.9190,pickup,7.0,Drv,18.0,24.0,20.0,20.0312,4,yes
CHEVROLET Colorado,2.9,4,Auto-L4,2WD,Gasoline,B4,8GMXT02.9190,pickup,7.0,Drv,18.0,24.0,20.0,20.2206,4,yes
CHEVROLET Colorado,2.9,4,Auto-L4,2WD,Gasoline,B4,8GMXT02.9190,pickup,7.0,Drv,18.0,24.0,20.0,20.2891,4,yes
